,goodreads_book_id,authors,original_publication_year,title,average_rating,ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
3940,68520,Bernard Cornwell,21,"The Winter King (The Warlord Chronicles, #1)",4.27,23540,1166,217,615,3704,9852,12986
3941,59969,Frank Miller,21,"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)",4.16,23170,386,251,720,3961,9097,9983
3942,544424,Simone Elkeles,21,"Leaving Paradise (Leaving Paradise, #1)",4.02,37323,2292,688,2184,7723,13132,14930
3943,475276,Yukiru Sugisaki,21,"D.N.Angel, Vol. 1 (D.N.Angel, #1)",4.01,25247,137,689,1837,5301,6275,11322
3944,226791,David Baldacci,21,Total Control,4.06,24438,663,214,728,5604,11006,9176
3945,6411016,Karl Marlantes,21,Matterhorn,4.25,22525,2664,509,907,3153,8970,13035
3946,2159225,"Trenton Lee Stewart, Diana Sudyka",21,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",4.19,31395,2145,237,879,5610,12486,14632
3947,37526,"William Shakespeare, Barbara A. Mowat, Paul Werstine",21,Henry V,3.87,29341,941,575,2457,8314,11156,10565
3948,19083,Aristotle,21,Politics,3.91,22128,289,439,1424,5899,8275,8004
3949,522776,Jordan Belfort,21,The Wolf of Wall Street,3.67,18289,1915,965,2221,5972,7835,5772
3950,174834,Dietrich Bonhoeffer,21,The Cost of Discipleship,4.35,23544,807,198,555,2801,7717,13130
3951,29430012,Amor Towles,21,A Gentleman in Moscow,4.37,33394,7226,517,1244,4654,14274,25631
3952,6792458,Michelle Alexander,21,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,4.49,23205,3438,186,432,2003,7860,16521
3953,32585,"Knut Hamsun, George Egerton",21,Hunger,4.09,21394,1932,369,1275,4849,10474,11175
3954,18465852,Cristina Henriquez,21,The Book of Unknown Americans,3.85,22461,3233,277,1209,6327,11344,5871
3955,11112619,Lauren DeStefano,21,"Fever (The Chemical Garden, #2)",3.79,37188,3219,1055,3205,10268,12795,11674
3956,64865,Sue Grafton,21,"B is for Burglar  (Kinsey Millhone, #2)",3.83,32733,1233,176,1344,11237,14412,8484
3957,3289281,Kate Atkinson,21,"When Will There Be Good News? (Jackson Brodie, #3)",3.97,25366,2637,366,1096,5875,13164,8374
3958,3134981,"Brian Azzarello, Lee Bermejo",21,The Joker,4.04,23033,764,438,1351,4656,7782,9740
3959,359375,"Sergei Lukyanenko, Andrew Bromfield",21,Night Watch (Watch #1),3.97,25574,1834,503,1708,6635,12853,10664
3960,17402288,Jenny Offill,21,Dept. of Speculation,3.72,20253,3938,776,2257,6130,9259,6111
3961,22544024,Susan Meissner,21,Secrets of a Charmed Life,4.17,21375,3102,236,569,3741,11265,9832
3962,85448,Pat Conroy,21,The Great Santini,4.13,22921,971,220,743,4387,10145,9701
3963,51606,Dalton Trumbo,21,Johnny Got His Gun,4.16,24871,1767,463,1053,4303,9131,12121
3964,32502,Michael Connelly,21,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",4.13,25469,1207,61,488,5280,14394,10315
3965,4909,Frank McCourt,21,"Teacher Man (Frank McCourt, #3)",3.73,23736,2065,398,1970,7967,9765,6083
3966,5489684,Ellen Schreiber,21,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",4.12,25698,480,834,1665,4526,5274,13547
3967,9307674,Eoin Colfer,21,"The Last Guardian (Artemis Fowl, #8)",4.15,34459,1983,689,1474,6129,11925,16714
3968,414895,"Pierre Boulle, Xan Fielding",21,Planet of the Apes,3.91,22742,1025,490,1408,6465,9507,8404
3969,7600922,Rachel Caine,21,"Ghost Town (The Morganville Vampires, #9)",4.27,31362,1125,262,900,5271,10146,16852
3970,182496,Belva Plain,21,Evergreen,3.98,23790,247,256,1055,5970,8544,8406
3971,356373,"Henry T. Blackaby, Claude V. King, Richard Blackaby",21,"Experiencing God: Knowing and Doing the Will of God, Workbook",4.32,21778,224,326,726,2935,5734,12329
3972,592657,James Dickey,21,Deliverance,3.86,24522,978,607,1425,6173,10094,7271
3973,28547,Anne McCaffrey,21,"Dragonsinger (Harper Hall, #2)",4.26,31874,608,104,658,5518,12332,16265
3974,13049981,Cynthia Hand,21,"Boundless (Unearthly, #3)",4.15,36433,3716,566,1535,6503,12666,16831
3975,29354916,John Grisham,21,The Whistler,3.87,34797,3480,744,2189,9685,15286,11063
3976,568454,"Katsura Hoshino, Mayumi Kobayashi",21,"D.Gray-man, Volume 01",4.21,23910,231,485,1049,3715,6386,12425
3977,41810,Isaac Asimov,21,The Robots of Dawn (Robot #3),4.13,26075,840,103,677,5409,12275,10728
3978,18431,"Ian Caldwell, Dustin Thomason",21,The Rule of Four,3.22,22724,1984,1909,4958,10594,7787,3624
3979,16718083,Jessica Sorensen,21,"The Redemption of Callie & Kayden (The Coincidence, #2)",4.11,38452,2952,468,1629,7787,16091,17240
3980,16277248,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",21,"Avatar: The Last Airbender (The Search, #1)",4.29,19675,449,442,668,2675,5072,11106
3981,32505,Michael Connelly,21,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",4.08,24688,1229,73,525,5740,14070,9390
3982,275000,Erin Hunter,21,"Fire and Ice (Warriors, #2)",4.36,30745,1276,197,710,4307,9341,18086
3983,5509920,Gena Showalter,21,The Darkest Whisper (Lords of the Underworld #4),4.33,35144,1036,170,706,4991,11953,18919
3984,46190,Rob Sheffield,21,Love Is a Mix Tape,3.83,21971,2403,611,1715,6230,8644,7397
3985,14595,"Legs McNeil, Gillian McCain",21,Please Kill Me: The Uncensored Oral History of Punk,4.16,20652,902,542,818,3347,6989,10067
3986,29632984,Marybeth Mayhew Whalen,21,The Things We Wish Were True,3.83,20868,2022,400,1581,8038,12428,7215
3987,833549,Arnold Lobel,21,"Frog and Toad All Year (Frog and Toad, #3)",4.34,28930,198,259,769,4414,7194,16816
3988,68418,R.A. Salvatore,21,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",4.33,20722,423,171,616,2897,6601,12002
3989,30225,Laurell K. Hamilton,21,"The Harlequin (Anita Blake, Vampire Hunter #15)",3.9,35620,819,1199,3090,8085,11138,14269
3990,237320,Sarah Weeks,21,So B. It,4.1,26658,2467,324,1126,5244,9595,11207
3991,1675216,Margaret Peterson Haddix,21,"Found (The Missing, #1)",3.97,30807,3412,468,1745,7432,11819,11491
3992,26192467,Emily Giffin,21,First Comes Love,3.6,22055,2468,578,2428,9539,10457,5023
3993,682745,Jim Carroll,21,The Basketball Diaries,3.98,23739,414,380,1033,5445,9258,8177
3994,59978,Frank Miller,21,"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)",4.22,22932,257,270,640,3534,8400,10703
3995,68458,Andrzej Sapkowski,21,"Krew elfów (Saga o Wiedźminie, #3)",4.23,11981,1135,152,709,4315,11554,13060
3996,6697,Rebecca Wells,21,Little Altars Everywhere,3.55,25045,901,532,2750,9728,8645,4904
3997,82747,Marian Keyes,21," Angels (Walsh Family, #3)",3.73,25680,680,573,2029,8418,9755,6801
3998,8306745,Brandon Mull,21,"A World Without Heroes (Beyonders, #1)",4.07,27160,2513,646,1236,5155,9902,11540
3999,5201089,John Flanagan,21,"The Kings of Clonmel (Ranger's Apprentice, #8)",4.29,30299,971,323,715,4756,11454,17347
4000,25816688,Joe Hill,21,The Fireman,3.92,17052,4707,608,1756,5728,11042,8802
4001,19346451,Pittacus Lore,21,"The Revenge of Seven (Lorien Legacies, #5)",4.28,26075,2460,158,581,4234,10602,14179
4002,387749,Lew Wallace,21,Ben-Hur: A Tale of the Christ,4.02,25280,751,496,1443,5827,9129,10727
4003,9646,"George Orwell, Lionel Trilling",21,Homage to Catalonia,4.14,22227,1500,176,733,4407,10529,10036
4004,251519,Lolly Winston,21,Good Grief,3.72,24273,1330,449,1718,7963,9468,5752
4005,18635622,"George R.R. Martin, Gary Gianni",21,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",4.19,20009,2769,110,607,4513,12551,11664
4006,7747263,Melissa de la Cruz,21,"Misguided Angel (Blue Bloods, #5)",3.93,33454,1214,654,2382,8415,10762,12725
4007,16109563,Madeline Sheehan,21,"Undeniable (Undeniable, #1)",4.08,38501,4428,1760,2327,6763,13460,20115
4008,6613,Candace Bushnell,21,Four Blondes,2.8,22278,943,3921,5722,7219,3904,2506
4009,949709,Pam Adams,21,There Was An Old Lady Who Swallowed A Fly (Classic Books),4.2,26360,266,393,1162,4986,6220,13875
4010,28233082,Robert Bryndza,21,"The Girl In The Ice (Detective Erika Foster, #1)",3.95,33739,2987,930,1867,7747,15080,12300
4011,1270615,"Joss Whedon, Georges Jeanty",21,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",3.96,26561,997,708,1516,5950,8882,9959
4012,7324659,Anthony Bourdain,21,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,3.73,21973,2102,442,1565,7263,9840,5245
4013,3562,L.M. Montgomery,21,"Emily of New Moon (Emily, #1)",4.09,33317,1152,449,1371,6963,11736,14117
4014,113205,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",21,Heart of a Dog,4.14,20086,1103,192,883,4552,9477,10583
4015,676737,John Gardner,21,Grendel,3.69,25787,1550,1165,2544,6756,9262,7086
4016,68528,Bernard Cornwell,21,"The Pale Horseman (The Saxon Stories, #2)",4.27,21686,1096,76,283,3463,11690,11549
4017,64582,James Gleick,21,Chaos: Making a New Science,3.98,21703,658,399,1054,5022,9039,7806
4018,16982,"Kurt Busiek, Alex Ross",21,Marvels,4.21,21636,501,285,763,3624,7190,10844
4019,13722902,Dave Eggers,21,A Hologram for the King,3.29,20094,2774,759,3416,9129,7439,2108
4020,10959277,"Jay Asher, Carolyn Mackler",21,The Future of Us,3.58,32986,5271,936,4160,11870,12327,7478
4021,1713912,James Patterson,21,"Cross Country (Alex Cross, #14)",3.83,26068,1708,744,2124,7254,10327,8862
4022,6538757,Kristen Ashley,21,"Rock Chick (Rock Chick, #1)",4.2,41292,3368,977,1773,6301,14306,21632
4023,11366397,Suzanne Young,21,"The Program (The Program, #1)",4.07,30517,4437,753,1714,5710,11091,13637
4024,84777,Michael Connelly,21,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",4.04,25096,1239,94,601,6031,14332,8838
4025,45244,Peter F. Hamilton,21,Judas Unchained,4.3,20850,901,142,492,2889,9266,11544
4026,7035,Alexander McCall Smith,21,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",3.97,29574,1507,74,697,8014,14913,8724
4027,4570679,Jennifer Echols,21,Going Too Far,3.93,35071,1673,842,2356,8204,11260,13004
4028,16240761,Philipp Meyer,21,The Son,3.98,19821,3032,550,1278,4659,9423,8410
4029,84132,Sherrilyn Kenyon,21,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",4.06,34888,867,436,1905,7657,11207,15131
4030,33455,"Christopher Moore, Oliver Wyman",21,Island of the Sequined Love Nun,3.78,25166,1243,333,1661,7793,10233,6344
4031,26114135,Bryn Greenwood,21,All the Ugly and Wonderful Things,4.12,30089,5837,860,1416,4907,13523,14478
4032,16101126,Sarah Dessen,21,The Moon and More,3.63,29896,3020,971,3100,9970,10172,7370
4033,353,Robert A. Heinlein,21,Time Enough for Love,3.96,25603,683,663,1766,5936,8866,10251
4034,3895,"Ina Garten, Melanie Acevedo",21,The Barefoot Contessa Cookbook,4.21,22497,160,647,743,3098,6811,11267
4035,7800188,"Kathy Reichs, Brendan Reichs",21,"Virals (Virals, #1)",3.94,30226,2630,838,2068,6906,10864,11561
4036,12902549,"Laura Schroff, Alex Tresniowski, Valerie Salembier",21,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",4.0,22781,3581,181,1044,5304,10358,7986
4037,6167746,"P.C. Cast, Kristin Cast",21,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",4.37,22276,263,467,806,2677,4398,14092
4038,6365221,Rhoda Janzen,21,Mennonite in a Little Black Dress: A Memoir of Going Home,3.17,23096,4191,1769,5123,10687,7474,2938
4039,830791,David Baldacci,21,The Simple Truth,4.03,23615,567,172,639,5452,10706,8115
4040,26891429,Justin Cronin,21,"The City of Mirrors (The Passage, #3)",4.2,16352,3555,246,848,3897,10172,11710
4041,91249,Beverly Cleary,21,"Ramona Forever (Ramona, #7)",4.05,26685,371,366,976,6410,9563,10776
4042,5508,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",21,Anne Frank: Beyond the Diary - A Photographic Remembrance,4.25,22725,181,499,720,3250,6564,11819
4043,395962,Jacqueline Carey,21,"Kushiel's Chosen (Phèdre's Trilogy, #2)",4.31,28621,829,296,807,3925,9665,15812
4044,22874559,Chetan Bhagat,21,Half Girlfriend,3.16,22082,2067,3207,5052,7855,6343,4689
4045,233691,Gary Larson,21,The Far Side Gallery 3,4.45,24199,95,102,279,2602,6971,14356
4046,52397,Octavia E. Butler,21,"Parable of the Sower (Earthseed, #1)",4.14,25577,2689,346,1013,4698,10578,11648
4047,11872242,"James Patterson, Maxine Paetro",21,"11th Hour (Women's Murder Club, #11)",4.02,22697,1792,163,979,6872,11771,9767
4048,13151129,"Orson Scott Card, Aaron Johnston",21,"Earth Unaware (The First Formic War, #1)",3.91,27961,1214,1429,1471,5731,10678,10384
4049,687278,Pema Chödrön,21,When Things Fall Apart: Heart Advice for Difficult Times,4.29,20761,1315,339,652,2891,7237,11893
4050,9999107,Daisy Goodwin,21,The American Heiress,3.41,23992,3901,810,3518,11240,9569,3737
4051,659612,V.C. Andrews,21,"Seeds of Yesterday (Dollanganger, #4)",3.81,27307,610,543,2413,8338,8977,9194
4052,140131,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",21,The Three Little Pigs (Disney Classic),4.19,25466,136,354,1126,5095,5601,13369
4053,60431,Andy Goldsworthy,21,Andy Goldsworthy: A Collaboration with Nature,3.95,20745,105,1378,1383,3470,5096,9418
4054,608287,Denis Johnson,21,Jesus' Son,4.15,20120,1651,362,959,3507,7746,9972
4055,13573622,Vince Flynn,21,"The Last Man (Mitch Rapp, #13)",4.34,21240,1303,123,397,2930,9103,12574
4056,9503,Amy Tan,21,Saving Fish from Drowning,3.41,24579,2586,1247,3379,8927,8374,4133
4057,13547381,Lisa Genova,21,Love Anthony,3.94,22838,3736,292,1335,5892,10348,7905
4058,641604,Seth Godin,21,Purple Cow: Transform Your Business by Being Remarkable,3.78,25230,862,1247,1953,6239,8792,8131
4059,16131489,Rick Yancey,21,"The Last Star (The 5th Wave, #3)",3.64,30324,5377,1076,3951,10593,11769,8627
4060,744615,"Bryan Lee O'Malley, Steve Buccellato",21,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",4.32,27532,808,137,463,3629,10445,14199
4061,426825,Leon Uris,21,QB VII,4.17,24396,321,138,619,4520,9339,10466
4062,24876258,Jim Butcher,21,"The Aeronaut's Windlass (The Cinder Spires, #1)",4.18,20845,3252,306,863,3593,10293,10832
4063,23529,"Alan Moore, Eddie Campbell, Pete Mullins",21,From Hell,4.16,23971,1246,397,1186,4184,8876,12015
4064,86321,Nora Roberts,21,"Black Rose (In the Garden, #2)",4.03,29058,728,180,1229,7135,11681,11233
4065,65910,Lisa Gardner,21,"The Perfect Husband (Quincy & Rainie, #1)",4.01,26578,1209,464,1284,6266,11450,10438
4066,113310,Katherine Neville,21,The Eight (The Eight #1),3.92,22928,2199,762,1913,5690,9488,9607
4067,1499952,Jean Webster,21,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",4.09,20889,2796,363,1090,5527,10283,11447
4068,161887,Edith Pattou,21,East,4.14,30596,1966,435,1332,5793,10588,14415
4069,127584,Anne McCaffrey,21,"Dragonquest (Pern, #2)",4.09,31971,604,127,987,7335,13438,12801
4070,357636,"Sigmund Freud, James Strachey, Peter Gay",21,Civilization and Its Discontents,3.76,21447,700,816,2057,6382,7918,7044
4071,12394068,James Bowen,21,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,3.96,17971,3539,483,1507,5973,9814,9354
4072,17411703,J. Kenner,21,"Complete Me (Stark Trilogy, #3)",4.23,32212,1570,307,1244,5470,12116,17018
4073,19288321,Robin Hobb,21,"Fool's Assassin (The Fitz and the Fool, #1)",4.35,15601,2030,244,571,2645,8842,13712
4074,31979,"Joss Whedon, John Cassaday",21,"Astonishing X-Men, Volume 1: Gifted",4.17,22373,532,405,730,3667,7949,10198
4075,5152561,Melissa Marr,21,"Fragile Eternity (Wicked Lovely, #3)",3.83,37303,1839,797,2965,10444,12617,12175
4076,11227041,Kristen Ashley,21,"The Gamble (Colorado Mountain, #1)",4.29,42242,3132,748,1211,5093,15053,22942
4077,32628,Clive Barker,21,The Great and Secret Show (Book of the Art #1),4.05,23328,546,399,1112,4958,8897,9659
4078,29,Bill Bryson,21,The Mother Tongue: English and How It Got That Way,3.95,24133,1993,333,1280,6050,10985,8303
4079,1918305,Eric    Weiner,21,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,3.83,23023,3099,439,1553,6370,10237,6426
4080,231,Tom Wolfe,21,I am Charlotte Simmons,3.4,19293,1891,1481,2886,6557,6890,3766
4081,25564665,Elle Kennedy,21,"The Mistake (Off-Campus, #2)",4.15,37148,4083,295,1242,7194,17848,16959
4082,73089,Susan Elizabeth Phillips,21,"Match Me If You Can (Chicago Stars, #6)",4.13,33805,1458,317,1120,6368,13587,14300
4083,59830,Nora Roberts,21,"Heaven and Earth (Three Sisters Island, #2)",4.13,28103,788,142,922,6184,11519,12691
4084,32430,Dean Koontz,21,The Bad Place,3.86,26848,571,419,1576,7704,10137,8299
4085,17204568,Tracy Brogan,21,"Crazy Little Thing (Bell Harbor, #1)",3.8,23854,1875,556,1581,6545,9181,6531
4086,187812,Meg Cabot,21,Avalon High,3.8,37402,2063,773,3194,10929,12930,11832
4087,3609763,Stephenie Meyer,21,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",4.23,24065,851,631,1246,4040,5055,14120
4088,297135,Kristin Hannah,21,Summer Island,3.97,22598,1215,199,958,6037,10390,7910
4089,64023,Richard J. Foster,21,Celebration of Discipline: The Path to Spiritual Growth,4.18,23026,696,488,886,3673,7807,11194
4090,517188,Muriel Spark,21,The Prime of Miss Jean Brodie,3.76,26538,1752,638,2371,8614,11577,7814
4091,138202,Megan McCafferty,21,"Sloppy Firsts (Jessica Darling, #1)",3.94,31757,1822,881,1978,6964,11000,11717
4092,13477676,Matthew Quick,21,"Forgive Me, Leonard Peacock",3.93,27647,4658,627,1848,6689,11947,9966
4093,39963,Richard Peck,21,"A Long Way from Chicago (A Long Way from Chicago, #1)",3.92,27642,2041,834,1790,6251,9708,9958
4094,5575,James Patterson,21,Cradle and All,3.87,25426,835,598,1605,7040,9474,8571
4095,514313,Ben Mezrich,21,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,3.87,16455,1739,158,885,5199,8785,4825
4096,18465566,"Mariko Tamaki, Jillian Tamaki",21,This One Summer,3.67,29592,3529,1588,2775,8554,10589,8459
4097,13184572,Jennifer Weiner,21,The Next Best Thing,3.46,24098,2539,787,3151,9341,8263,4157
4098,1883838,Nikki Sixx,21,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,4.12,20531,1551,457,1176,3922,6779,10293
4099,4957350,Paul Harding,21,Tinkers,3.37,21665,4305,1520,3882,7998,7217,4518
4100,15568,Terry Brooks,21,"The Druid of Shannara (Heritage of Shannara, #2)",4.0,24815,216,236,1055,6146,10154,9044
4101,22843341,Penelope Ward,21,Stepbrother Dearest,4.14,34347,4577,798,1895,6585,14093,18883
4102,14376,Alan Lightman,21,Einstein's Dreams,4.08,21241,2520,359,1254,4438,8278,9993
4103,5695,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",21,Demons,4.26,20615,956,281,798,3684,8291,12691
4104,84144,Sherrilyn Kenyon,21,Seize the Night (Dark-Hunter #6),4.36,29053,1209,148,594,4920,13034,20573
4105,49455,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",21,Notes from Underground,4.15,15297,2285,426,1244,5567,12166,14409
4106,8346300,"Andrew Williamson, Andrew Williamson",21,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,4.55,22847,37,508,427,1762,3509,16640
4107,85987,"Isabel Allende, Margaret Sayers Peden",21,Portrait in Sepia,3.93,21649,1123,177,1041,6207,10819,6959
4108,18301124,Amy Harmon,21,Making Faces,4.36,25941,6337,607,1256,4663,11327,24277
4109,288644,Vikas Swarup,21,Q & A,3.98,13986,2541,384,1224,5351,10638,8358
4110,29430013,Tana French,21,The Trespasser (Dublin Murder Squad #6),3.98,18805,3688,298,1184,5995,13140,8587
4111,789344,Donald J. Sobol,21,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",4.03,30283,582,521,1238,7284,10496,12352
4112,138685,C.J. Sansom,21,"Dissolution (Matthew Shardlake, #1)",4.08,22863,1973,313,1012,5029,11227,10076
4113,890143,Lisi Harrison,21,"The Clique (The Clique, #1)",3.6,27783,2359,1725,3465,7748,7084,8435
4114,17910054,Elizabeth Kolbert,21,The Sixth Extinction: An Unnatural History,4.09,21113,3053,488,837,3914,10137,9381
4115,13325079,Ben Fountain,21,Billy Lynn's Long Halftime Walk,3.81,20778,3185,667,1788,5615,9612,6642
4116,99315,Daniel H. Pink,21,A Whole New Mind: Why Right-Brainers Will Rule the Future,3.95,20852,1680,436,1232,4725,8076,7477
4117,77160,Lian Hearn,21,"Across the Nightingale Floor (Tales of the Otori, #1)",4.06,23597,1649,302,1172,5407,11424,10234
4118,2094,"Stephen Hawking, Leonard Mlodinow",21,A Briefer History of Time,4.19,19838,888,228,574,3555,8647,9633
4119,117047,Richard Dawkins,21,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,4.08,21141,736,509,772,3960,9218,8956
4120,59822,Nora Roberts,21,"Face the Fire (Three Sisters Island, #3)",4.15,27206,691,169,983,5868,10760,12776
4121,17834834,Ronald H. Balson,21,Once We Were Brothers,4.28,13856,2563,277,764,2888,7402,11838
4122,27401883,"Emily Bleeker, Dan John Miller",21,When I'm Gone,3.94,33348,1876,1087,1901,7223,11925,12333
4123,16435,Dean Koontz,21,Life Expectancy,3.98,24584,1578,299,1208,6179,9754,8958
4124,2866413,Cinda Williams Chima,21,"The Dragon Heir (The Heir Chronicles, #3)",4.14,28845,1067,335,1034,5354,10414,12732
4125,7171876,Ellen Hopkins,21,"Fallout (Crank, #3)",4.29,25592,1448,187,882,3920,7580,13793
4126,123598,Patricia Cornwell,21,"Black Notice (Kay Scarpetta, #10)",3.85,27472,559,357,1721,8237,10920,8314
4127,28449257,Emma Donoghue,21,The Wonder,3.65,26981,4614,641,2569,9823,13277,5782
4128,111218,Alison Weir,21,Innocent Traitor,3.94,24976,1589,384,1178,6171,10806,8183
4129,4656,John Irving,21,The Fourth Hand,3.3,23277,968,895,3524,10307,7541,2547
4130,425123,Dennis Lehane,21,"Gone, Baby, Gone (Kenzie & Gennaro, #4)",4.14,23899,1478,153,585,4333,12355,9724
4131,8957,Darren Shan,21,"Tunnels of Blood (Cirque Du Freak, #3)",4.14,26287,843,169,1028,5687,9497,12352
4132,217436,Kristin Hannah,21,On Mystic Lake,3.95,23050,1413,223,997,6147,10205,7478
4133,78131,Iris Johansen,21,"The Killing Game (Eve Duncan, #2)",4.18,24790,408,126,541,4577,9698,10531
4134,15768409,Michelle Hodkin,21,"The Retribution of Mara Dyer (Mara Dyer, #3)",4.14,35910,5714,570,1973,6560,11567,17559
4135,3882,Rachael Ray,21,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,3.68,21573,146,1297,2045,5728,5694,6867
4136,2145681,Augusten Burroughs,21,A Wolf at the Table,3.7,22175,1876,672,2072,6735,8114,5931
4137,40290,Orson Scott Card,21,"Seventh Son (Tales of Alvin Maker, #1)",3.86,26621,1283,520,1857,7213,11405,8336
4138,16697,Michael Chabon,21,The Mysteries of Pittsburgh,3.63,19778,1661,395,1952,7277,8515,4081
4139,146274,James L. Swanson,21,Manhunt: The 12-Day Chase for Lincoln's Killer,4.12,21927,1993,206,721,3898,9610,8827
4140,6631792,Cecelia Ahern,21,The Book of Tomorrow,3.66,24885,2541,808,2757,8735,9636,6790
4141,10327303,Ally Carter,21,"Uncommon Criminals (Heist Society, #2)",4.15,35104,2180,461,1112,6353,13169,15288
4142,18298225,Kasie West,21,On the Fence,4.04,30934,3716,432,1372,6826,11660,12309
4143,25153134,Mark  Edwards,21,Follow You Home,3.86,15871,2071,833,1931,6561,10571,8891
4144,846984,Jerry Spinelli,21,"Love, Stargirl (Stargirl, #2)",3.8,30515,2796,762,2663,8542,10466,9842
4145,481446,Michelle Moran,21,Nefertiti,4.07,24959,2234,341,1191,5272,10551,10530
4146,11709037,David McRaney,21,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",3.85,20583,1402,708,1418,5206,7980,6914
4147,72854,Sara Donati,21,"Into the Wilderness (Wilderness, #1)",4.1,25293,1751,544,1225,4589,9923,11570
4148,1519,"Aeschylus, Robert Fagles, William Bedell Stanford",21,"The Oresteia  (Ορέστεια, #1-3)",3.99,24588,705,323,1471,6415,9813,10140
4149,17167084,Louise Penny,21,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",4.41,24325,3475,223,540,2549,9225,15938
4150,347656,John Piper,21,Don't Waste Your Life,4.11,20095,597,505,987,3510,6524,9196
4151,54984,Ildefonso Falcones,21,La catedral del mar,4.05,18906,1387,568,1350,4363,9007,10025
4152,111222,Alison Weir,21,The Life of Elizabeth I,4.05,23628,586,476,876,4646,9500,9138
4153,747061,The Church of Jesus Christ of Latter-day Saints,21,"Book of Mormon, Doctrine and Covenants, Pearl of Great Price",4.36,21692,677,2606,672,838,750,18310
4154,8163722,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",21,Earth (The Book): A Visitor's Guide to the Human Race,3.91,23240,1092,482,1381,5610,8845,7721
4155,6315602,Rachel Vincent,21,"My Soul to Take (Soul Screamers, #1)",3.88,35680,2547,1161,2509,8707,12385,12868
4156,15019,Neale Donald Walsch,21,"Conversations With God: An Uncommon Dialogue, Book 2",4.1,19444,226,532,999,3624,5679,9239
4157,9413044,Brodi Ashton,21,"Everneath (Everneath, #1)",3.76,36153,4343,1515,3361,9397,12189,11566
4158,3400816,Janet Evanovich,21,"Plum Spooky (Stephanie Plum, #14.5)",3.77,32890,2097,566,3027,10847,11786,10338
4159,1426,Paulo Coelho,21,Warrior of the Light,3.69,19063,1101,1164,2488,5804,6405,7124
4160,2548866,G. Norman Lippert,21,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",3.78,21310,2457,1270,1507,4756,7122,6768
4161,2936415,Jon Krakauer,21,Where Men Win Glory: The Odyssey of Pat Tillman,4.03,21302,2574,284,945,4488,9729,7998
4162,824062,"Brother Andrew, Elizabeth Sherrill, John Sherrill",21,God's Smuggler,4.32,22970,603,305,537,3086,6974,12687
4163,9923372,J. Courtney Sullivan,21,Maine,3.34,23979,3821,950,3838,10342,8746,3031
